date,store_nbr,family,sales,onpromotion,city,state,type,year,month,day,day_of_week,is_weekend
2017-04-23,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,2017,4,23,6,1
2017-04-23,11,AUTOMOTIVE,23.0,0,Cayambe,Pichincha,B,2017,4,23,6,1
2017-04-24,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,12,AUTOMOTIVE,2.0,0,Latacunga,Cotopaxi,C,2017,4,24,0,0
2017-04-24,11,BEAUTY,5.0,0,Cayambe,Pichincha,B,2017,4,24,0,0
2017-04-24,11,AUTOMOTIVE,9.0,0,Cayambe,Pichincha,B,2017,4,24,0,0
2017-04-24,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,24,0,0
2017-04-24,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,24,0,0
2017-04-24,10,AUTOMOTIVE,7.0,1,Quito,Pichincha,C,2017,4,24,0,0
2017-04-24,1,BEAUTY,5.0,0,Quito,Pichincha,D,2017,4,24,0,0
2017-04-24,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,24,0,0
2017-04-24,1,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,2017,4,24,0,0
2017-04-24,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,24,0,0
2017-04-25,13,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,13,AUTOMOTIVE,5.0,1,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,12,AUTOMOTIVE,5.0,1,Latacunga,Cotopaxi,C,2017,4,25,1,0
2017-04-25,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,25,1,0
2017-04-25,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,25,1,0
2017-04-25,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,25,1,0
2017-04-25,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,25,1,0
2017-04-25,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,25,1,0
2017-04-25,1,BEAUTY,3.0,0,Quito,Pichincha,D,2017,4,25,1,0
2017-04-25,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,25,1,0
2017-04-25,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,25,1,0
2017-04-25,11,AUTOMOTIVE,4.0,0,Cayambe,Pichincha,B,2017,4,25,1,0
2017-04-26,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,12,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,11,BEAUTY,2.0,0,Cayambe,Pichincha,B,2017,4,26,2,0
2017-04-26,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,26,2,0
2017-04-26,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,26,2,0
2017-04-26,10,BEAUTY,3.0,0,Quito,Pichincha,C,2017,4,26,2,0
2017-04-26,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,26,2,0
2017-04-26,10,AUTOMOTIVE,1.0,0,Quito,Pichincha,C,2017,4,26,2,0
2017-04-26,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,26,2,0
2017-04-26,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,26,2,0
2017-04-26,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,4,26,2,0
2017-04-26,11,AUTOMOTIVE,5.0,0,Cayambe,Pichincha,B,2017,4,26,2,0
2017-04-27,13,BEAUTY,4.0,0,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,13,AUTOMOTIVE,4.0,0,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,12,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,12,AUTOMOTIVE,10.0,1,Latacunga,Cotopaxi,C,2017,4,27,3,0
2017-04-27,11,BEAUTY,2.0,0,Cayambe,Pichincha,B,2017,4,27,3,0
2017-04-27,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,27,3,0
2017-04-27,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,27,3,0
2017-04-27,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,27,3,0
2017-04-27,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,27,3,0
2017-04-27,1,BEAUTY,3.0,0,Quito,Pichincha,D,2017,4,27,3,0
2017-04-27,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,27,3,0
2017-04-27,1,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,2017,4,27,3,0
2017-04-27,11,AUTOMOTIVE,4.0,0,Cayambe,Pichincha,B,2017,4,27,3,0
2017-04-28,11,BEAUTY,2.0,0,Cayambe,Pichincha,B,2017,4,28,4,0
2017-04-28,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,13,AUTOMOTIVE,3.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,12,AUTOMOTIVE,0.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,28,4,0
2017-04-28,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,28,4,0
2017-04-28,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,28,4,0
2017-04-28,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,28,4,0
2017-04-28,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,28,4,0
2017-04-28,11,AUTOMOTIVE,6.0,0,Cayambe,Pichincha,B,2017,4,28,4,0
2017-04-28,10,AUTOMOTIVE,6.0,0,Quito,Pichincha,C,2017,4,28,4,0
2017-04-28,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,28,4,0
2017-04-28,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,28,4,0
2017-04-29,13,BEAUTY,3.0,0,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,13,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,12,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,11,BEAUTY,4.0,0,Cayambe,Pichincha,B,2017,4,29,5,1
2017-04-29,12,AUTOMOTIVE,10.0,1,Latacunga,Cotopaxi,C,2017,4,29,5,1
2017-04-29,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,29,5,1
2017-04-29,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,29,5,1
2017-04-29,10,AUTOMOTIVE,10.0,1,Quito,Pichincha,C,2017,4,29,5,1
2017-04-29,1,BEAUTY,5.0,0,Quito,Pichincha,D,2017,4,29,5,1
2017-04-29,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,29,5,1
2017-04-29,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,4,29,5,1
2017-04-29,11,AUTOMOTIVE,13.0,0,Cayambe,Pichincha,B,2017,4,29,5,1
2017-04-29,11,BABY CARE,2.0,0,Cayambe,Pichincha,B,2017,4,29,5,1
2017-04-30,11,BEAUTY,4.0,0,Cayambe,Pichincha,B,2017,4,30,6,1
2017-04-30,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,13,AUTOMOTIVE,8.0,1,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,12,BEAUTY,5.0,0,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,12,AUTOMOTIVE,9.0,0,Latacunga,Cotopaxi,C,2017,4,30,6,1
2017-04-30,11,BABY CARE,2.0,0,Cayambe,Pichincha,B,2017,4,30,6,1
2017-04-30,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,30,6,1
2017-04-30,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,30,6,1
2017-04-30,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,30,6,1
2017-04-30,1,BEAUTY,0.0,0,Quito,Pichincha,D,2017,4,30,6,1
2017-04-30,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,30,6,1
2017-04-30,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,30,6,1
2017-04-30,11,AUTOMOTIVE,13.0,1,Cayambe,Pichincha,B,2017,4,30,6,1
2017-05-01,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,1,0,0
2017-05-01,11,BEAUTY,7.0,0,Cayambe,Pichincha,B,2017,5,1,0,0
2017-05-01,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,1,0,0
2017-05-01,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,1,0,0
2017-05-01,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,1,0,0
2017-05-01,10,AUTOMOTIVE,4.0,0,Quito,Pichincha,C,2017,5,1,0,0
2017-05-01,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,5,1,0,0
2017-05-01,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,1,0,0
2017-05-01,1,AUTOMOTIVE,0.0,0,Quito,Pichincha,D,2017,5,1,0,0
2017-05-01,11,AUTOMOTIVE,13.0,2,Cayambe,Pichincha,B,2017,5,1,0,0
2017-05-02,11,BEAUTY,4.0,0,Cayambe,Pichincha,B,2017,5,2,1,0
2017-05-02,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,13,AUTOMOTIVE,4.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,12,AUTOMOTIVE,10.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,2,1,0
2017-05-02,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,2,1,0
2017-05-02,10,BEAUTY,2.0,0,Quito,Pichincha,C,2017,5,2,1,0
2017-05-02,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,2,1,0
2017-05-02,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,2017,5,2,1,0
2017-05-02,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,5,2,1,0
2017-05-02,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,2,1,0
2017-05-02,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,5,2,1,0
2017-05-02,11,AUTOMOTIVE,6.0,1,Cayambe,Pichincha,B,2017,5,2,1,0
2017-05-03,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,13,AUTOMOTIVE,11.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,11,BEAUTY,8.0,1,Cayambe,Pichincha,B,2017,5,3,2,0
2017-05-03,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,5,3,2,0
2017-05-03,13,BEAUTY,4.0,0,Latacunga,Cotopaxi,C,2017,5,3,2,0
2017-05-03,10,BEAUTY,1.0,1,Quito,Pichincha,C,2017,5,3,2,0
2017-05-03,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,3,2,0
2017-05-03,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,5,3,2,0
2017-05-03,1,BEAUTY,6.0,1,Quito,Pichincha,D,2017,5,3,2,0
2017-05-03,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,3,2,0
2017-05-03,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,2017,5,3,2,0
2017-05-03,11,AUTOMOTIVE,8.0,0,Cayambe,Pichincha,B,2017,5,3,2,0
2017-05-04,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,12,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,5,4,3,0
2017-05-04,11,BEAUTY,6.0,1,Cayambe,Pichincha,B,2017,5,4,3,0
2017-05-04,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,4,3,0
2017-05-04,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,4,3,0
2017-05-04,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,4,3,0
2017-05-04,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,5,4,3,0
2017-05-04,1,BEAUTY,1.0,0,Quito,Pichincha,D,2017,5,4,3,0
2017-05-04,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,4,3,0
2017-05-04,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,5,4,3,0
2017-05-04,11,AUTOMOTIVE,9.0,0,Cayambe,Pichincha,B,2017,5,4,3,0
2017-05-05,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,13,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,12,BEAUTY,2.0,1,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,12,BABY CARE,1.0,0,Latacunga,Cotopaxi,C,2017,5,5,4,0
2017-05-05,11,BEAUTY,4.0,1,Cayambe,Pichincha,B,2017,5,5,4,0
2017-05-05,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,5,4,0
2017-05-05,11,AUTOMOTIVE,12.0,0,Cayambe,Pichincha,B,2017,5,5,4,0
2017-05-05,10,BEAUTY,1.0,1,Quito,Pichincha,C,2017,5,5,4,0
2017-05-05,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,5,4,0
2017-05-05,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,2017,5,5,4,0
2017-05-05,1,BEAUTY,0.0,0,Quito,Pichincha,D,2017,5,5,4,0
2017-05-05,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,5,4,0
2017-05-05,1,AUTOMOTIVE,12.0,0,Quito,Pichincha,D,2017,5,5,4,0
2017-05-06,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,13,AUTOMOTIVE,16.0,0,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,12,BEAUTY,2.0,1,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,12,AUTOMOTIVE,9.0,0,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,11,BEAUTY,12.0,1,Cayambe,Pichincha,B,2017,5,6,5,1
2017-05-06,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,6,5,1
2017-05-06,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,6,5,1
2017-05-06,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,6,5,1
2017-05-06,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,6,5,1
2017-05-06,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,5,6,5,1
2017-05-06,1,BEAUTY,4.0,1,Quito,Pichincha,D,2017,5,6,5,1
2017-05-06,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,6,5,1
2017-05-06,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,2017,5,6,5,1
2017-05-06,11,AUTOMOTIVE,20.0,0,Cayambe,Pichincha,B,2017,5,6,5,1
2017-05-07,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,13,AUTOMOTIVE,7.0,0,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,12,BEAUTY,3.0,1,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,12,AUTOMOTIVE,7.0,0,Latacunga,Cotopaxi,C,2017,5,7,6,1
2017-05-07,11,BEAUTY,18.0,1,Cayambe,Pichincha,B,2017,5,7,6,1
2017-05-07,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,7,6,1
2017-05-07,10,BEAUTY,2.0,1,Quito,Pichincha,C,2017,5,7,6,1
2017-05-07,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,7,6,1
2017-05-07,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,5,7,6,1
2017-05-07,1,BEAUTY,4.0,0,Quito,Pichincha,D,2017,5,7,6,1
2017-05-07,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,7,6,1
2017-05-07,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,5,7,6,1
2017-05-07,11,AUTOMOTIVE,11.0,0,Cayambe,Pichincha,B,2017,5,7,6,1
2017-05-08,11,BEAUTY,4.0,2,Cayambe,Pichincha,B,2017,5,8,0,0
2017-05-08,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,13,AUTOMOTIVE,10.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,12,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,8,0,0
2017-05-08,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,8,0,0
2017-05-08,10,BEAUTY,3.0,2,Quito,Pichincha,C,2017,5,8,0,0
2017-05-08,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,8,0,0
2017-05-08,10,AUTOMOTIVE,1.0,0,Quito,Pichincha,C,2017,5,8,0,0
2017-05-08,1,BEAUTY,4.0,1,Quito,Pichincha,D,2017,5,8,0,0
2017-05-08,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,8,0,0
2017-05-08,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,2017,5,8,0,0
2017-05-08,11,AUTOMOTIVE,2.0,0,Cayambe,Pichincha,B,2017,5,8,0,0
2017-05-09,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,13,AUTOMOTIVE,4.0,0,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,12,BEAUTY,3.0,1,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,12,AUTOMOTIVE,1.0,0,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,11,BEAUTY,3.0,1,Cayambe,Pichincha,B,2017,5,9,1,0
2017-05-09,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,5,9,1,0
2017-05-09,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,9,1,0
2017-05-09,10,BEAUTY,1.0,1,Quito,Pichincha,C,2017,5,9,1,0
2017-05-09,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,9,1,0
2017-05-09,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,5,9,1,0
2017-05-09,1,BEAUTY,5.0,1,Quito,Pichincha,D,2017,5,9,1,0
2017-05-09,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,9,1,0
2017-05-09,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,5,9,1,0
2017-05-09,11,AUTOMOTIVE,7.0,0,Cayambe,Pichincha,B,2017,5,9,1,0
2017-05-10,13,BEAUTY,1.0,1,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,13,AUTOMOTIVE,4.0,0,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,12,BABY CARE,2.0,0,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,10,2,0
2017-05-10,11,BEAUTY,7.0,1,Cayambe,Pichincha,B,2017,5,10,2,0
2017-05-10,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,5,10,2,0
2017-05-10,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,10,2,0
2017-05-10,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,10,2,0
2017-05-10,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,5,10,2,0
2017-05-10,1,BEAUTY,6.0,1,Quito,Pichincha,D,2017,5,10,2,0
2017-05-10,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,10,2,0
2017-05-10,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,5,10,2,0
2017-05-10,11,AUTOMOTIVE,5.0,0,Cayambe,Pichincha,B,2017,5,10,2,0
2017-05-11,11,BEAUTY,2.0,1,Cayambe,Pichincha,B,2017,5,11,3,0
2017-05-11,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,13,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,12,BEAUTY,3.0,1,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,12,BABY CARE,1.0,0,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,5,11,3,0
2017-05-11,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,11,3,0
2017-05-11,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,11,3,0
2017-05-11,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,2017,5,11,3,0
2017-05-11,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,11,3,0
2017-05-11,11,AUTOMOTIVE,5.0,0,Cayambe,Pichincha,B,2017,5,11,3,0
2017-05-11,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,2017,5,11,3,0
2017-05-11,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,11,3,0
2017-05-11,1,BEAUTY,3.0,1,Quito,Pichincha,D,2017,5,11,3,0
2017-05-12,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,13,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,12,BEAUTY,3.0,1,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,11,BEAUTY,3.0,1,Cayambe,Pichincha,B,2017,5,12,4,0
2017-05-12,12,AUTOMOTIVE,2.0,0,Latacunga,Cotopaxi,C,2017,5,12,4,0
2017-05-12,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,5,12,4,0
2017-05-12,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,5,12,4,0
2017-05-12,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,5,12,4,0
2017-05-12,1,BEAUTY,3.0,1,Quito,Pichincha,D,2017,5,12,4,0
2017-05-12,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,5,12,4,0
2017-05-12,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,2017,5,12,4,0
2017-05-12,11,AUTOMOTIVE,2.0,0,Cayambe,Pichincha,B,2017,5,12,4,0
2017-05-12,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,5,12,4,0
2017-05-13,11,BEAUTY,6.0,1,Cayambe,Pichincha,B,2017,5,13,5,1
